Cell_ID,x,y,Ground_Truth,Cell_Type,Lineage,Sample
cell377,0.0277799861505628,0.386034987304482,0.6843519263365305,E,1,simulated
cell378,0.349174266913906,0.271458626259118,0.7345792711171943,H,2,simulated
cell379,0.0340835892129689,0.976368918083608,0.1977762835376141,H,2,simulated
cell380,0.985674918629229,0.414546688532247,0.6645737077449758,E,1,simulated
cell381,0.586510726017877,0.206391242099926,0.7951419372981384,H,2,simulated
cell382,0.3317838429939,0.132088278516454,0.8715465277031398,E,1,simulated
cell383,0.476160260150209,0.257805967470631,0.7423404689941326,H,2,simulated
cell384,0.478679526597261,0.211323218860514,0.788772797123084,E,1,simulated
cell385,0.753280497156084,0.0419556275010109,0.9605736149312464,J,3,simulated
cell386,0.87431461410597,0.384907496691986,0.6623948445289582,E,1,simulated
cell387,0.107396731618792,0.397719775056157,0.6553964888076509,E,1,simulated
cell388,0.589131383458152,0.218850340052146,0.7828745918043889,E,1,simulated
cell389,0.680010580224916,0.120247034123167,0.883527130493188,J,3,simulated
cell390,0.187824572902173,0.573533334070817,0.4773962309197064,H,2,simulated
cell391,0.719441554741934,0.213595700239961,0.796217369970252,E,1,simulated
cell392,0.0207473561167717,0.413437524795914,0.6637853070308737,E,1,simulated
cell393,0.355132398894057,0.204308847687228,0.7998907690710111,E,1,simulated
cell394,0.938932552468032,0.549660961842164,0.5391309015923389,J,3,simulated
cell395,0.300490687368438,0.965143243782222,0.0718026902168388,J,3,simulated
cell396,0.768639384768903,0.387371443910524,0.6387023654912,J,3,simulated
cell397,0.914464817848057,0.170967381214723,0.8540961418739684,J,3,simulated
cell398,0.0275581204332411,0.0004601331893354,0.9996238287367644,J,3,simulated
cell399,0.320863831555471,0.447693029651418,0.5662266558266742,H,2,simulated
cell400,0.537548210704699,0.958248823881149,0.0431002785369959,J,3,simulated
cell401,0.0611901716329157,0.947232743259519,0.2057108598384828,J,3,simulated
cell402,0.557216746732593,0.178954466528537,0.8216294750667118,E,1,simulated
cell403,0.19666068116203,0.528205805458128,0.5163015800318362,J,3,simulated
cell404,0.51752297161147,0.164235109284528,0.8358153043706942,E,1,simulated
cell405,0.619590382790193,0.207698207673173,0.7952303787122768,E,1,simulated
cell406,0.899831461952999,0.281064830333661,0.7576745721604596,E,1,simulated
cell407,0.520445639966056,0.212339093091558,0.7877496326970796,E,1,simulated
cell408,0.555852150078863,0.952712614554912,0.0502500948186479,J,3,simulated
cell409,0.838835598435253,0.923844841308892,0.1712980654598139,J,3,simulated
cell410,0.86877013114281,0.330755880723729,0.7088394525505508,E,1,simulated
cell411,0.711921588052064,0.278662404805864,0.7333146373726007,E,1,simulated
cell412,0.712750991107896,0.262644090394737,0.74872917690529,E,1,simulated
cell413,0.545731114223599,0.801259214058518,0.2004129900874423,H,2,simulated
cell414,0.655614877818152,0.349001836962998,0.6592497673313933,J,3,simulated
cell415,0.150775877293199,0.350073541083455,0.6879796740384223,E,1,simulated
cell416,0.811602990841493,0.760373865254223,0.3069215716242406,H,2,simulated
cell417,0.928396024741232,0.368047282041351,0.6890240120836966,E,1,simulated
cell418,0.249728105729446,0.178199360371073,0.8323044233028929,E,1,simulated
cell419,0.949640661943704,0.226252708489034,0.8117974638771157,F,1,simulated
cell420,0.769886926747859,0.501947660464793,0.5321313987026141,H,2,simulated
cell421,0.743108100024983,0.112074310071874,0.8941798260497252,F,1,simulated
cell422,0.446872616186738,0.0581631418996933,0.9420005626091604,F,1,simulated
cell423,0.135504988254979,0.0639805088285357,0.9435228535887238,J,3,simulated
cell424,0.0242725042626262,0.106743870908753,0.9129557028429028,F,1,simulated
cell425,0.0044711783993989,0.717805012594908,0.4237038283190479,H,2,simulated
cell426,0.16907201288268,0.472589896759018,0.5740565860285207,H,2,simulated
cell427,0.10870642773807,0.219718934817193,0.8094554646857619,F,1,simulated
cell428,0.971948891179636,0.173428176812394,0.858163813417911,F,1,simulated
cell429,0.0276612127199769,0.116948467446491,0.9043838674858647,J,3,simulated
cell430,0.319349223747849,0.0984423232413331,0.9046687827175433,F,1,simulated
cell431,0.923394252546132,0.825276036513969,0.3001762530516886,H,2,simulated
cell432,0.0027283108793199,0.111245097773434,0.9108097819903248,F,1,simulated
cell433,0.469004338141531,0.569789899978787,0.4307569894587377,H,2,simulated
cell434,0.316830009920523,0.0633860321696252,0.9386716116303172,F,1,simulated
cell435,0.636963426601142,0.0949888744263284,0.9067602089699118,F,1,simulated
cell436,0.604820253327489,0.0067614331984478,0.9933120492261652,F,1,simulated
cell437,0.601994413184002,0.0618960891636331,0.9387411778070536,F,1,simulated
cell438,0.76490025781095,0.0675288389737851,0.936899087507495,F,1,simulated
cell439,0.526533902622759,0.0688938912935555,0.9311545791864784,H,2,simulated
cell440,0.203431939939037,0.176058855866675,0.838174150637695,F,1,simulated
cell441,0.199408815708011,0.725763596361503,0.3343786598172831,J,3,simulated
cell442,0.983997720759362,0.236285148098997,0.8085603225973315,F,1,simulated
cell443,0.760412364499643,0.88325272127986,0.1728407519210598,J,3,simulated
cell444,0.0455040491651744,0.265216403407976,0.7801891663911318,H,2,simulated
cell445,0.668363975826651,0.517280569300056,0.4969782993004171,H,2,simulated
cell446,0.446320013375953,0.460532294819131,0.5407909349129381,H,2,simulated
cell447,0.32222953857854,0.0285231644374017,0.972350620567978,F,1,simulated
cell448,0.948325828416273,0.191054232585895,0.8409201821800965,F,1,simulated
cell449,0.872648422373459,0.0445598895816491,0.9608734860349416,F,1,simulated
cell450,0.345701188081875,0.317261677002534,0.6901160776479025,H,2,simulated
cell451,0.106852315599099,0.16611896423181,0.8561198810010368,F,1,simulated
cell452,0.175371180288494,0.0527373616256718,0.9522904549008366,F,1,simulated
cell453,0.545449231984094,0.0581499831750989,0.941969885725831,J,3,simulated
cell454,0.538246971089393,0.0022160066991993,0.9977872302085994,F,1,simulated
cell455,0.677318493835628,0.97440127027221,0.0553017875708304,J,3,simulated
cell456,0.341553468490019,0.0381480498871464,0.9627862135113616,F,1,simulated
cell457,0.490765410009772,0.282610320020467,0.717413778269091,J,3,simulated
cell458,0.235899189254269,0.060119299058936,0.9438005684789824,F,1,simulated
cell459,0.93850437598303,0.306802070466802,0.7426774717767903,H,2,simulated
cell460,0.863662094576284,0.0833397549419449,0.9263945717106892,F,1,simulated
cell461,0.544415511656553,0.709676246857271,0.2917210018073801,J,3,simulated
cell462,0.973674452165142,0.322252835585813,0.7368005610213024,F,1,simulated
cell463,0.15302690025419,0.0597169262941265,0.9466998914652006,F,1,simulated
cell464,0.907557403668761,0.427142362808809,0.6337010117019937,J,3,simulated
cell465,0.365474891848862,0.609402093105018,0.4014302269057586,J,3,simulated
cell466,0.555259485729039,0.0065329764554389,0.9934869119802388,F,1,simulated
cell467,0.168723264476284,0.159817817552761,0.8559868060766861,F,1,simulated
cell468,0.49851702991873,0.0238311575308587,0.976168894878514,F,1,simulated
cell469,0.846192315919325,0.140175252540942,0.8748266618356473,F,1,simulated
cell470,0.630107166012749,0.0906339207512533,0.9108747798041852,F,1,simulated
cell471,0.0742964008823037,0.0566188563283156,0.9520676199504132,F,1,simulated
cell472,0.0574784153141081,0.17038858262822,0.8575138232241271,H,2,simulated
cell473,0.113331404514611,0.0475127984361555,0.958667005195833,F,1,simulated
cell474,0.779306368669495,0.129267493295434,0.8800871533989789,F,1,simulated
cell475,0.0329434145241976,0.116515548891287,0.904349769687978,F,1,simulated
cell476,0.0235336925834417,0.240061286038214,0.8043542417920396,F,1,simulated
cell477,0.128545687533915,0.178638518882284,0.8430211561141185,F,1,simulated
cell478,0.245509168598801,0.25817030435428,0.7575331994089491,J,3,simulated
cell479,0.689999817172065,0.0494589707814157,0.9522642852062208,J,3,simulated
cell480,0.232383898925036,0.0239746169085975,0.977627654199709,F,1,simulated
cell481,0.615310017252341,0.0351621380074353,0.9652992569551188,F,1,simulated
cell482,0.608244844013825,0.907869935268536,0.1026443328555334,J,3,simulated
cell483,0.421284572221339,0.0126319431768061,0.9874458438631688,F,1,simulated
cell484,0.643181805498898,0.610477294772863,0.4017866938201103,J,3,simulated
cell485,0.677669440861791,0.0775210978132432,0.9248510851627844,F,1,simulated
cell486,0.932066241279244,0.900876796338707,0.240843481500019,H,2,simulated
cell487,0.935539643513039,0.286850244602903,0.7588875321916102,F,1,simulated
cell488,0.12747734808363,0.827045953366905,0.2737394882742158,H,2,simulated
cell489,0.134085374651477,0.187207672160164,0.8348983656696272,F,1,simulated
cell490,0.624928650446236,0.72161983512342,0.2894695330321533,J,3,simulated
cell491,0.100293198600411,0.224119130289182,0.8067547921928027,H,2,simulated
cell492,0.0974752325564623,0.0367729449342832,0.9683544611118078,F,1,simulated
cell493,0.566235000034794,0.0012387423937092,0.9987666683251316,F,1,simulated
cell494,0.193931608228013,0.639343029120937,0.4154192452404437,J,3,simulated
cell495,0.450956414220855,0.0598388556391001,0.940304727805608,J,3,simulated
cell496,0.262005450669676,0.130333199986072,0.8766533288338736,F,1,simulated
cell497,0.737918032100424,0.0185124852328677,0.9824792752181748,F,1,simulated
cell498,0.70291575579904,0.111288752510211,0.8931123264913395,F,1,simulated
cell499,0.089432384353131,0.179774341081734,0.8461581314841207,F,1,simulated
cell500,0.450593016808853,0.0833508810028434,0.9168520872086824,H,2,simulated
