Cell_ID,x,y,Ground_Truth,Cell_Type,Lineage,Sample
cell377,-0.330973451327434,-0.809337424114347,0.330973451327434,F,2,simulated
cell378,-0.332743362831858,0.0886128577403724,0.332743362831858,F,2,simulated
cell379,0.903571428571429,-0.730376965831965,0.903571428571429,C,1,simulated
cell380,-0.904424778761062,-0.913925410248339,0.904424778761062,C,1,simulated
cell381,0.908928571428571,0.234151189215481,0.908928571428571,C,1,simulated
cell382,-0.909734513274336,-0.741594451945275,0.909734513274336,C,1,simulated
cell383,0.334513274336283,-0.0824911058880389,0.334513274336283,F,2,simulated
cell384,-0.336283185840708,0.499506967607886,0.336283185840708,F,2,simulated
cell385,0.914285714285714,-0.0552944960072637,0.914285714285714,C,1,simulated
cell386,-0.915044247787611,0.909352092072368,0.915044247787611,C,1,simulated
cell387,0.338053097345133,0.333641335368156,0.338053097345133,F,2,simulated
cell388,0.339823008849558,0.975830155424774,0.339823008849558,F,2,simulated
cell389,0.919642857142857,-0.0351993511430919,0.919642857142857,C,1,simulated
cell390,-0.920353982300885,0.301598879974335,0.920353982300885,C,1,simulated
cell391,-0.341592920353982,-0.460349415894598,0.341592920353982,F,2,simulated
cell392,0.925,0.30336542846635,0.925,C,1,simulated
cell393,-0.343362831858407,0.56860664114356,0.343362831858407,F,2,simulated
cell394,-0.925663716814159,0.529992836527526,0.925663716814159,C,1,simulated
cell395,0.345132743362832,-0.61058624368161,0.345132743362832,F,2,simulated
cell396,0.930357142857143,-0.401521048508584,0.930357142857143,C,1,simulated
cell397,-0.930973451327434,-0.977210940327495,0.930973451327434,C,1,simulated
cell398,0.935714285714286,-0.936454609502107,0.935714285714286,C,1,simulated
cell399,-0.346902654867257,0.0417263167910278,0.346902654867257,F,2,simulated
cell400,-0.936283185840708,-0.696963325608522,0.936283185840708,C,1,simulated
cell401,-0.348672566371681,0.880624449811876,0.348672566371681,F,2,simulated
cell402,0.350442477876106,0.385306018404663,0.350442477876106,F,2,simulated
cell403,-0.352212389380531,0.126445422880352,0.352212389380531,F,2,simulated
cell404,-0.353982300884956,0.150000409688801,0.353982300884956,F,2,simulated
cell405,0.941071428571429,0.198355444241315,0.941071428571429,C,1,simulated
cell406,-0.941592920353982,0.94890573900193,0.941592920353982,C,1,simulated
cell407,0.355752212389381,0.831687129568309,0.355752212389381,F,2,simulated
cell408,-0.357522123893805,0.382063588593155,0.357522123893805,F,2,simulated
cell409,0.946428571428572,0.449181326664984,0.946428571428572,C,1,simulated
cell410,0.35929203539823,-0.76792641589418,0.35929203539823,F,2,simulated
cell411,-0.946902654867257,-0.48171464074403,0.946902654867257,C,1,simulated
cell412,0.951785714285714,0.0995808108709753,0.951785714285714,C,1,simulated
cell413,-0.952212389380531,0.587513740174472,0.952212389380531,C,1,simulated
cell414,-0.361061946902655,-0.300035040825605,0.361061946902655,F,2,simulated
cell415,-0.36283185840708,-0.819350871257484,0.36283185840708,F,2,simulated
cell416,0.957142857142857,-0.189320962876081,0.957142857142857,C,1,simulated
cell417,-0.957522123893805,-0.392481724265963,0.957522123893805,C,1,simulated
cell418,0.9625,0.664886563550681,0.9625,C,1,simulated
cell419,-0.96283185840708,0.377890060655773,0.96283185840708,C,1,simulated
cell420,0.967857142857143,0.190170635003597,0.967857142857143,C,1,simulated
cell421,-0.968141592920354,-0.484448248986155,0.968141592920354,C,1,simulated
cell422,0.973214285714286,0.0169583866372705,0.973214285714286,C,1,simulated
cell423,0.364601769911504,-0.546710974536836,0.364601769911504,F,2,simulated
cell424,-0.366371681415929,0.376446257345378,0.366371681415929,F,2,simulated
cell425,-0.973451327433628,-0.863264080137014,0.973451327433628,C,1,simulated
cell426,0.368141592920354,-0.143491992261261,0.368141592920354,F,2,simulated
cell427,0.978571428571429,-0.685638272203505,0.978571428571429,C,1,simulated
cell428,-0.369911504424779,-0.712109657004476,0.369911504424779,F,2,simulated
cell429,-0.371681415929204,0.426853251643479,0.371681415929204,F,2,simulated
cell430,0.373451327433628,0.786177999339998,0.373451327433628,F,2,simulated
cell431,-0.978761061946903,-0.370739790145308,0.978761061946903,C,1,simulated
cell432,-0.375221238938053,0.474470775108784,0.375221238938053,F,2,simulated
cell433,0.983928571428571,-0.320454164873809,0.983928571428571,C,1,simulated
cell434,0.376991150442478,-0.558746827300638,0.376991150442478,F,2,simulated
cell435,-0.378761061946903,0.262692643795162,0.378761061946903,F,2,simulated
cell436,-0.380530973451327,-0.88740485906601,0.380530973451327,F,2,simulated
cell437,-0.984070796460177,-0.639426595997065,0.984070796460177,C,1,simulated
cell438,0.989285714285714,0.637002414092422,0.989285714285714,C,1,simulated
cell439,0.382300884955752,0.426311901770532,0.382300884955752,F,2,simulated
cell440,0.384070796460177,0.224317702464759,0.384070796460177,F,2,simulated
cell441,-0.989380530973451,0.222039916086942,0.989380530973451,C,1,simulated
cell442,0.385840707964602,-0.396047374699265,0.385840707964602,F,2,simulated
cell443,0.994642857142857,-0.0402864846400917,0.994642857142857,C,1,simulated
cell444,0.387610619469027,-0.285389222670346,0.387610619469027,F,2,simulated
cell445,-0.389380530973451,0.0165911661460996,0.389380530973451,F,2,simulated
cell446,-0.994690265486726,-0.585279237944633,0.994690265486726,C,1,simulated
cell447,1.0,-0.756501829251647,1.0,C,1,simulated
cell448,0.391150442477876,0.191191410645843,0.391150442477876,F,2,simulated
cell449,-0.392920353982301,0.420966552104801,0.392920353982301,F,2,simulated
cell450,-1.0,0.484572738409042,1.0,C,1,simulated
cell451,0.394690265486726,0.0352208274416625,0.394690265486726,F,2,simulated
cell452,0.39646017699115,-0.155013371258974,0.39646017699115,F,2,simulated
cell453,0.398230088495575,-0.368660816922784,0.398230088495575,F,2,simulated
cell454,0.4,-0.18149784533307,0.4,F,2,simulated
