"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100","cell101","cell102","cell103","cell104","cell105","cell106","cell107","cell108","cell109","cell110","cell111","cell112","cell113","cell114","cell115","cell116","cell117","cell118","cell119","cell120","cell121","cell122","cell123","cell124","cell125","cell126","cell127","cell128","cell129","cell130","cell131","cell132","cell133","cell134","cell135","cell136","cell137","cell138","cell139","cell140","cell141","cell142","cell143","cell144","cell145","cell146","cell147","cell148","cell149","cell150","cell151","cell152","cell153","cell154","cell155","cell156","cell157","cell158","cell159","cell160","cell161","cell162","cell163","cell164","cell165","cell166","cell167","cell168","cell169","cell170","cell171","cell172","cell173","cell174","cell175","cell176","cell177","cell178","cell179","cell180","cell181","cell182","cell183","cell184","cell185","cell186","cell187","cell188","cell189","cell190","cell191","cell192","cell193","cell194","cell195","cell196","cell197","cell198","cell199","cell200","cell201","cell202","cell203","cell204","cell205","cell206","cell207","cell208","cell209","cell210","cell211","cell212","cell213","cell214","cell215","cell216","cell217","cell218","cell219","cell220","cell221","cell222","cell223","cell224","cell225","cell226","cell227","cell228","cell229","cell230","cell231","cell232","cell233","cell234","cell235","cell236","cell237","cell238","cell239","cell240","cell241","cell242","cell243","cell244","cell245","cell246","cell247","cell248","cell249","cell250","cell251","cell252","cell253","cell254","cell255","cell256","cell257","cell258","cell259","cell260","cell261","cell262","cell263","cell264","cell265","cell266","cell267","cell268","cell269","cell270","cell271","cell272","cell273","cell274","cell275","cell276","cell277","cell278","cell279","cell280","cell281","cell282","cell283","cell284","cell285","cell286","cell287","cell288","cell289","cell290","cell291","cell292","cell293","cell294","cell295","cell296","cell297","cell298","cell299","cell300","cell301","cell302","cell303","cell304","cell305","cell306","cell307","cell308","cell309","cell310","cell311","cell312","cell313","cell314","cell315","cell316","cell317","cell318","cell319","cell320","cell321","cell322","cell323","cell324","cell325","cell326","cell327","cell328","cell329","cell330","cell331","cell332","cell333","cell334","cell335","cell336","cell337","cell338","cell339","cell340","cell341","cell342","cell343","cell344","cell345","cell346","cell347","cell348","cell349","cell350","cell351","cell352","cell353","cell354","cell355","cell356","cell357","cell358","cell359","cell360","cell361","cell362","cell363","cell364","cell365","cell366","cell367","cell368","cell369","cell370","cell371","cell372","cell373","cell374","cell375","cell376","cell377","cell378","cell379","cell380","cell381","cell382","cell383","cell384","cell385","cell386","cell387","cell388","cell389","cell390","cell391","cell392","cell393","cell394","cell395","cell396","cell397","cell398","cell399","cell400","cell401","cell402","cell403","cell404","cell405","cell406","cell407","cell408","cell409","cell410","cell411","cell412","cell413","cell414","cell415","cell416","cell417","cell418","cell419","cell420","cell421","cell422","cell423","cell424","cell425","cell426","cell427","cell428","cell429","cell430","cell431","cell432","cell433","cell434","cell435","cell436","cell437","cell438","cell439","cell440","cell441","cell442","cell443","cell444","cell445","cell446","cell447","cell448","cell449","cell450","cell451","cell452","cell453","cell454"
"left_B2_TF1",0,0,0,49276,0,42882,39475,34537,0,0,35714,0,0,47365,46841,40712,0,24609,0,35550,35080,0,37818,0,0,0,35107,0,0,0,0,36288,27140,0,36989,29223,0,0,21234,0,40095,0,22838,0,0,0,0,696,33176,40102,2158,0,0,0,44720,34501,0,0,0,0,25975,0,0,0,0,37744,37357,42874,0,0,0,0,45982,4509,46738,0,44363,0,0,45687,49411,0,33360,0,0,26990,0,25423,0,0,21271,46539,0,0,26431,0,43396,41626,23770,0,0,0,42574,27259,0,0,34593,0,0,46129,0,0,38989,0,0,47271,32213,0,49997,0,57871,37544,0,43320,0,0,45641,25690,0,0,32604,43416,46151,0,0,35128,40145,38310,0,35219,31638,0,0,0,24512,0,0,0,28669,37561,0,0,32093,0,25697,44654,0,7540,30535,0,38710,39176,25657,27645,0,0,31496,0,34830,0,0,27584,0,0,0,28532,37299,46128,37561,46485,37574,35857,0,0,33576,47353,0,0,31947,0,33276,26118,27306,0,60526,0,0,28237,0,0,49348,0,0,0,33879,32740,0,0,0,55396,0,43208,37689,0,37987,0,25975,0,0,41039,45817,37705,0,33665,0,38056,55361,35141,47340,45857,27318,37524,0,28826,0,34078,4610,22067,35951,4860,37985,0,0,0,42057,0,53858,0,0,0,47319,32958,0,0,0,0,0,34987,27451,39567,0,29345,702,0,0,43176,0,0,0,37667,0,43474,44857,57631,0,0,42990,32062,0,34067,0,38500,0,0,38144,0,0,0,60074,0,34426,38418,0,0,45865,0,0,29012,38046,33847,38297,0,0,0,0,0,26109,27010,0,0,41395,0,35818,0,0,0,28955,0,47344,0,0,32902,52171,0,0,36141,29837,46863,0,34015,0,0,48713,24040,43168,0,46277,42099,50533,41276,0,38665,46736,0,25929,39427,60568,0,0,34365,0,0,0,0,0,0,0,34971,0,0,37917,42511,0,0,42400,41564,0,38368,0,29301,0,39997,0,36624,0,35793,25872,48985,0,0,0,0,32258,27160,0,0,42363,38604,0,0,50710,0,39531,0,42498,0,0,0,38071,0,38520,27168,36730,41142,0,0,42151,29050,0,45442,0,0,0,29285,36036,0,0,0,0,0,0,0,41808,22042,0,0,0,53897,46366,43548,0,22319,0,26842,50087,47367,0,0,49679,58151,0,38786,0,38811,37890,0,0,44801,30549,0,44709,26289,46984,39237
"left_C1_TF1",0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8511,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,108,0,0,0,0,0,40,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6056,0,121,0,0,0,0,0,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6031,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,655,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"left_C2_TF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"left_C2_TF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"left_C2_TF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"left_C3_TF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"left_C3_TF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"left_C4_TF1",0,0,0,160,0,0,0,11044,0,0,10168,0,0,0,0,7817,0,11184,0,0,9285,0,0,0,0,0,5660,0,0,0,0,54,10349,0,6512,7170,0,0,7930,0,0,0,9744,0,0,0,0,0,13259,0,0,0,0,0,0,0,0,0,0,0,6649,0,0,0,0,54,41,13191,0,0,0,0,123,0,0,0,0,0,0,2153,159,0,1702,0,0,10342,0,101,0,0,8168,5600,0,0,17790,0,0,0,8462,0,0,0,0,10426,0,0,0,0,0,1150,0,0,0,0,0,355,0,0,0,0,208,47,0,4946,0,0,0,103,0,0,0,0,125,0,0,18211,0,0,0,18515,10071,0,0,0,16072,0,0,0,9658,41,0,0,0,0,85,0,0,0,9920,0,0,0,110,21398,0,0,18396,0,18168,0,0,10535,0,0,0,0,39,1161,54,0,32,13200,0,0,9288,0,0,0,18406,0,0,7648,10529,0,2689,0,0,10133,0,0,9475,0,0,0,2653,2689,0,0,0,0,0,0,41,0,0,0,5649,0,0,7826,119,37,0,13097,0,3941,0,18554,304,113,10494,43,0,7896,0,2619,0,7693,9871,0,0,0,0,0,0,0,0,0,0,0,302,16460,0,0,0,0,0,10260,10565,0,0,11717,0,0,0,0,0,0,0,0,0,4960,0,203,0,0,0,18459,0,2705,0,9361,0,0,44,0,0,0,0,0,9308,11513,0,0,1115,0,0,7032,41,1675,48,0,0,0,0,0,7583,8432,0,0,7880,0,10318,0,0,0,10125,0,0,0,0,2712,0,0,0,10053,14320,1177,0,1732,0,0,0,8059,284,0,103,7798,0,18022,0,1375,2235,0,107,0,2654,0,0,15790,0,0,0,0,0,0,0,18330,0,0,3964,14452,0,0,0,0,0,51,0,10194,0,0,0,7230,0,15521,117,0,0,0,0,0,0,11114,0,0,17904,11503,0,0,0,0,0,0,0,0,0,0,3882,0,51,10618,0,0,0,0,15854,7096,0,33503,0,0,0,7191,10127,0,0,0,0,0,0,0,7991,7674,0,0,0,13193,98,4980,0,7710,0,12281,12329,0,0,0,0,185,0,45,0,40,3867,0,0,15024,8786,0,0,8784,5581,9484
"left_C4_TF2",0,0,0,423,0,0,0,43326,0,0,44454,0,0,0,0,41273,0,53378,0,0,40805,0,0,0,0,0,38111,0,0,0,0,0,46814,0,38073,38529,0,0,55415,0,0,0,36954,0,0,0,0,0,41318,0,0,0,0,0,0,0,0,0,0,0,43148,0,0,0,0,79,61,55245,0,0,0,0,802,0,0,0,0,0,0,5006,441,0,26316,0,0,47183,0,206,0,0,55508,25116,0,0,49832,0,0,0,41620,0,0,0,0,47124,0,0,0,0,0,16460,0,0,0,0,0,443,0,0,0,0,237,81,0,35421,0,0,0,226,0,0,0,0,771,0,0,45313,0,0,0,44982,53734,0,0,0,50177,0,0,0,50397,65,0,0,0,0,206,0,0,0,48145,0,0,0,192,53223,0,0,45787,0,44994,0,0,46977,0,0,0,0,70,16637,63,0,72,54122,0,0,52704,0,0,0,45724,0,0,50088,46891,0,8780,0,0,39641,0,0,60406,0,0,0,6509,9825,0,0,0,0,0,0,76,0,0,0,53175,0,0,41654,748,55,0,41474,0,11488,0,45336,501,745,47125,61,0,44286,0,6437,0,25097,44138,0,0,0,0,0,0,0,0,0,0,0,502,58131,0,0,0,0,0,48757,46779,0,0,57460,0,0,0,0,0,0,0,0,0,35018,0,252,0,0,0,46243,0,6546,0,19228,0,0,61,0,0,0,0,0,46004,38889,0,0,16648,0,0,38413,81,26391,86,0,0,0,0,0,50400,47926,0,0,42201,0,44231,0,0,0,39668,0,0,0,0,9800,0,0,0,44380,55977,16902,0,26354,0,0,0,50774,622,0,797,42435,0,40091,0,3958,5239,0,226,0,8975,0,0,58754,0,0,0,0,0,0,0,44754,0,0,11511,59953,0,0,0,0,0,63,0,42715,0,0,0,44209,0,45379,191,0,0,0,0,0,0,36561,0,0,49433,39059,0,0,0,0,0,0,0,0,0,0,11389,0,64,47166,0,0,0,0,53166,38770,0,67832,0,0,0,38507,44289,0,0,0,0,0,0,0,42514,24951,0,0,0,70913,811,34867,0,25370,0,45881,60698,0,0,0,33,253,0,59,0,70,11471,0,0,45363,49328,0,0,46910,25393,19780
"left_D1_TF1",0,0,0,1132,0,15617,1329,0,0,0,0,0,0,29977,30007,0,0,0,0,23367,0,0,673,0,0,0,0,0,0,0,0,18285,0,0,0,0,0,0,0,0,18485,0,0,0,0,0,0,0,37,22934,0,0,0,0,12489,16201,0,0,0,0,0,0,0,0,0,12682,12615,0,0,0,0,0,1358,0,343,0,8358,0,0,48,1059,0,55,0,0,0,0,1805,0,0,0,69,0,0,0,0,25194,22593,0,0,0,0,3182,0,0,0,0,0,0,74,0,0,34539,0,0,1706,21091,0,28758,0,11094,13038,0,50,0,0,176,1734,0,0,110,17941,1304,0,0,0,1032,728,0,0,0,0,0,0,0,0,0,0,0,12959,0,0,14645,0,1871,27743,0,0,0,0,13939,1444,1781,0,0,0,41,0,0,0,0,0,0,0,0,106,12710,82,12967,5469,12799,0,0,0,0,25116,0,0,38,0,110,0,0,0,219,0,0,0,0,0,0,0,0,0,147,0,0,0,0,22482,0,26197,12813,0,720,0,0,0,0,0,1314,12960,0,44,0,56,7290,0,1651,1249,0,12949,0,0,0,158,0,0,0,0,20167,0,0,0,1522,0,8062,0,0,0,1722,0,0,0,0,0,0,0,0,2177,0,0,0,0,0,15440,0,0,0,21308,0,48,8471,11314,0,0,19241,44,0,165,0,59,0,0,13072,0,0,0,20005,0,0,0,0,0,78,0,0,0,12976,45,12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16827,0,0,0,1747,0,0,0,0,90,0,66,0,0,13026,0,281,0,1329,0,29337,0,0,310,53,0,1825,312,247,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,1491,22891,0,12953,0,0,0,125,0,0,0,0,1794,7877,0,0,0,0,21118,0,0,0,0,0,0,0,16585,0,277,0,3247,0,0,0,51,0,13103,0,23076,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,47,0,0,0,0,0,5355,0,0,16109,11255,0,13082,0,13259,65,0,0,0,0,0,8299,0,67,51
"left_D1_TF2",0,0,0,6117,0,20476,2858,0,0,0,41,0,0,39153,39575,0,0,0,0,29453,0,0,955,0,0,0,0,0,0,0,0,37437,0,0,0,73,0,0,0,0,30520,0,0,0,0,0,0,0,0,30167,0,0,0,0,28554,30778,0,0,0,0,0,0,0,0,0,9700,9885,0,0,0,0,0,8265,0,1370,0,9102,0,0,196,6213,0,119,0,0,0,0,11754,0,0,0,71,0,0,0,0,31558,30471,0,0,0,0,2750,0,0,0,612,0,0,331,0,0,36966,0,0,3524,25026,0,36595,0,11166,9803,0,76,0,0,3387,11482,0,0,86,36343,8446,0,0,0,2308,907,0,0,0,0,0,0,0,0,0,0,0,9574,0,0,35355,0,11620,36100,0,0,0,0,25755,2769,11490,0,0,0,0,0,0,0,0,0,0,0,0,96,9743,359,9894,11654,9683,0,0,0,0,32917,0,0,0,0,1662,0,0,0,316,0,0,0,0,0,0,0,0,0,366,130,0,0,0,27674,0,40976,9626,0,966,0,0,0,0,0,8387,9709,0,0,0,186,9190,0,3443,8520,0,9822,0,0,0,374,0,0,50,0,41975,0,0,0,1633,0,9826,0,0,0,3319,0,0,0,0,0,0,0,0,4930,0,0,0,0,0,20555,0,0,0,36883,0,94,8970,11307,0,0,35761,0,0,373,0,142,0,0,10052,0,0,0,34786,0,0,0,0,0,344,0,0,88,9817,142,9948,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,20063,0,0,113,10925,0,0,49,0,345,0,114,0,0,23416,0,1946,0,8360,0,37249,0,0,678,208,0,11714,184,327,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,1662,30606,0,9949,0,0,0,146,0,0,0,0,11663,18579,0,0,0,0,25029,0,0,0,0,0,0,0,22527,0,170,0,2601,0,0,0,176,0,10032,0,32335,811,0,0,0,78,0,0,0,0,0,81,53,0,0,0,0,0,0,0,0,0,0,0,0,0,8368,96,0,0,0,57,0,11798,0,0,33037,11449,0,9860,0,10197,214,0,0,0,0,0,8845,0,83,105
"left_D1_TF3",0,0,0,1677,0,11643,334,0,0,0,0,0,0,31343,31225,0,0,0,0,27041,0,0,508,0,0,0,0,0,0,0,0,16859,0,0,0,0,0,0,0,0,23807,0,0,0,0,0,0,0,0,18052,0,0,0,0,19676,25595,0,0,0,0,0,0,0,0,0,8855,8767,0,0,0,0,0,5226,0,457,0,2880,0,0,76,1679,0,91,0,0,0,0,13956,0,0,0,0,0,0,0,0,27012,19953,0,0,0,0,731,0,0,0,106,0,0,93,0,0,18889,0,0,4028,21524,0,27064,0,3560,9052,0,82,0,0,441,13961,0,0,0,18336,5308,0,0,0,258,549,0,0,0,0,0,0,0,0,0,0,0,9091,0,0,21891,0,14238,33166,0,0,0,0,22265,339,13750,0,0,0,50,0,0,0,0,0,0,0,0,88,8984,81,8942,3393,9138,0,0,0,0,16558,0,0,55,0,19,0,0,0,107,0,0,0,0,0,0,0,0,0,470,59,0,0,0,17887,0,26372,8912,0,514,0,0,0,0,0,5264,8973,0,0,0,297,5213,0,4074,5266,0,9099,0,0,0,465,0,51,0,0,24351,0,0,0,458,0,1595,0,0,0,4055,0,0,0,0,0,0,0,0,497,0,0,0,0,0,11681,0,0,0,25357,0,88,2879,3562,0,0,19173,46,0,448,0,60,0,0,9188,0,0,0,23929,0,0,0,0,0,82,0,0,0,9140,91,9129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16292,0,0,53,1130,0,0,0,0,65,0,95,0,0,14837,0,192,0,5398,0,27284,0,0,186,70,0,14124,134,109,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,495,19937,0,9247,0,0,0,32,0,0,0,0,14162,14734,0,0,0,0,21674,0,0,0,0,0,0,0,17330,0,129,0,664,0,0,0,299,0,9154,0,16980,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,5426,85,0,48,0,0,0,3322,0,0,23304,3624,0,9285,0,9393,391,0,0,0,0,0,2822,0,0,71
