"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100","cell101","cell102","cell103","cell104","cell105","cell106","cell107","cell108","cell109","cell110","cell111","cell112","cell113","cell114","cell115","cell116","cell117","cell118","cell119","cell120","cell121","cell122","cell123","cell124","cell125","cell126","cell127","cell128","cell129","cell130","cell131","cell132","cell133","cell134","cell135","cell136","cell137","cell138","cell139","cell140","cell141","cell142","cell143","cell144","cell145","cell146","cell147","cell148","cell149","cell150","cell151","cell152","cell153","cell154","cell155","cell156","cell157","cell158","cell159","cell160","cell161","cell162","cell163","cell164","cell165","cell166","cell167","cell168","cell169","cell170","cell171","cell172","cell173","cell174","cell175","cell176","cell177","cell178","cell179","cell180","cell181","cell182","cell183","cell184","cell185","cell186","cell187","cell188","cell189","cell190","cell191","cell192","cell193","cell194","cell195","cell196","cell197","cell198","cell199","cell200","cell201","cell202","cell203","cell204","cell205","cell206","cell207","cell208","cell209","cell210","cell211","cell212","cell213","cell214","cell215","cell216","cell217","cell218","cell219","cell220","cell221","cell222","cell223","cell224","cell225","cell226","cell227","cell228","cell229","cell230","cell231","cell232","cell233","cell234","cell235","cell236","cell237","cell238","cell239","cell240","cell241","cell242","cell243","cell244","cell245","cell246","cell247","cell248","cell249","cell250","cell251","cell252","cell253","cell254","cell255","cell256","cell257","cell258","cell259","cell260","cell261","cell262","cell263","cell264","cell265","cell266","cell267","cell268","cell269","cell270","cell271","cell272","cell273","cell274","cell275","cell276","cell277","cell278","cell279","cell280","cell281","cell282","cell283","cell284","cell285","cell286","cell287","cell288","cell289","cell290","cell291","cell292","cell293","cell294","cell295","cell296","cell297","cell298","cell299","cell300","cell301","cell302","cell303","cell304","cell305","cell306","cell307","cell308","cell309","cell310","cell311","cell312","cell313","cell314","cell315","cell316","cell317","cell318","cell319","cell320","cell321","cell322","cell323","cell324","cell325","cell326","cell327","cell328","cell329","cell330","cell331","cell332","cell333","cell334","cell335","cell336","cell337","cell338","cell339","cell340","cell341","cell342","cell343","cell344","cell345","cell346","cell347","cell348","cell349","cell350","cell351","cell352","cell353","cell354","cell355","cell356","cell357","cell358","cell359","cell360","cell361","cell362","cell363","cell364","cell365","cell366","cell367","cell368","cell369","cell370","cell371","cell372","cell373","cell374","cell375","cell376","cell377","cell378","cell379","cell380","cell381","cell382","cell383","cell384","cell385","cell386","cell387","cell388","cell389","cell390","cell391","cell392","cell393","cell394","cell395","cell396","cell397","cell398","cell399","cell400","cell401","cell402","cell403","cell404","cell405","cell406","cell407","cell408","cell409","cell410","cell411","cell412","cell413","cell414","cell415","cell416","cell417","cell418","cell419","cell420","cell421","cell422","cell423","cell424","cell425","cell426","cell427","cell428","cell429","cell430","cell431","cell432","cell433","cell434","cell435","cell436","cell437","cell438","cell439","cell440","cell441","cell442","cell443","cell444","cell445","cell446","cell447","cell448","cell449","cell450","cell451","cell452","cell453","cell454","cell455","cell456","cell457","cell458","cell459","cell460","cell461","cell462","cell463","cell464","cell465","cell466","cell467","cell468","cell469","cell470","cell471","cell472","cell473","cell474","cell475","cell476","cell477","cell478","cell479","cell480","cell481","cell482","cell483","cell484","cell485","cell486","cell487","cell488","cell489","cell490","cell491","cell492","cell493","cell494","cell495","cell496","cell497","cell498","cell499","cell500"
"B4_TF2",14,13,7,9,13,14,5,14,12,7,0,19,6,4,7,8,7,14,4,13,7,0,7,10,6,10,13,8,9,9,15,0,17,4,11,0,5,3,0,10,5,5,5,19,0,6,8,10,12,11,0,4,6,10,8,4,13,9,1,3,9,2,7,8,8,22,4,9,5,8,11,4,7,14,7,8,11,17,12,4,7,9,14,9,13,11,12,26,1,5,7,7,11,8,9,7,3,11,9,5,11,23,14,7,7,5,6,4,12,11,9,24,8,14,7,4,13,0,9,17,15,8,20,0,3,8,2,12,18,3,13,9,13,5,0,6,12,4,0,7,1,7,9,10,8,0,8,7,14,11,0,17,13,22,10,16,9,26,11,0,8,7,2,14,0,12,2,6,4,11,15,9,8,9,0,23,8,23,12,12,10,9,8,6,11,11,6,21,14,0,5,0,0,5,10,0,16,9,3,5,13,10,17,10,2,11,10,8,15,8,12,5,9,0,11,14,10,9,5,18,5,11,9,9,3,4,17,0,0,2,12,5,0,4,7,0,8,5,1,13,15,6,3,9,14,12,0,8,14,0,6,4,7,9,8,22,0,4,8,11,2,9,8,20,0,6,0,0,13,6,5,11,16,6,18,6,0,0,5,3,11,23,16,16,8,8,16,14,10,0,5,2,4,6,8,27,5,10,10,10,6,0,9,8,25,0,12,8,0,16,11,11,27,12,12,9,6,1,12,6,8,9,11,6,12,12,11,10,0,7,0,0,17,2,0,12,2,5,10,15,15,0,6,10,0,17,8,0,5,7,0,8,10,4,5,0,7,7,1,11,14,4,11,6,8,10,9,11,9,12,2,0,9,7,18,5,23,14,6,0,16,0,8,6,16,7,0,4,19,8,24,22,9,10,8,18,14,16,5,7,9,15,12,3,7,12,8,9,17,4,1,8,16,13,6,11,5,14,0,13,6,4,7,11,8,9,12,0,20,13,10,9,8,12,10,7,14,0,5,12,13,0,15,8,12,13,7,11,11,12,11,11,9,3,15,21,8,11,1,0,11,0,0,14,13,22,0,6,9,0,4,7,15,8,21,16,0,8,9,9,7,8,8,4,0,9,4,9,5,9,5,14,20,17,9,12,15,18,3,4
"B5_TF1",23,18,11,11,13,14,5,12,5,5,0,10,13,2,8,11,12,9,7,12,6,0,12,9,8,6,10,7,4,13,11,0,12,12,7,0,7,6,0,8,5,6,6,16,0,6,4,15,9,11,0,2,4,9,16,6,8,16,0,1,6,2,6,5,21,18,10,10,2,10,6,8,7,5,8,5,6,14,3,13,5,14,10,11,8,16,8,16,4,8,6,6,7,12,6,3,5,7,8,3,14,12,7,7,13,5,10,5,17,15,9,21,11,17,7,8,8,0,16,13,13,10,23,0,14,8,0,27,21,2,15,6,8,9,0,9,11,8,0,6,0,7,5,15,6,0,8,12,15,7,0,15,12,11,8,19,14,28,5,0,1,12,0,6,0,9,0,4,4,16,18,12,5,14,0,26,4,17,18,2,8,13,8,15,13,16,16,16,18,0,7,0,0,7,10,0,10,12,1,5,12,9,18,8,4,15,11,9,13,13,3,15,6,0,12,4,11,10,11,12,17,14,9,6,4,7,17,0,0,11,5,8,0,12,13,0,8,10,0,22,5,7,5,5,12,12,0,6,8,0,7,2,15,7,3,8,0,8,3,5,1,12,11,20,0,6,0,0,8,6,7,9,7,8,12,5,0,0,6,5,9,21,16,5,9,13,17,3,11,0,2,0,8,4,5,21,1,5,7,7,9,0,15,12,14,0,11,26,0,13,8,7,17,10,9,8,9,1,6,15,5,5,12,7,10,14,22,7,0,5,0,0,22,14,0,12,1,5,9,7,6,0,8,19,3,17,15,0,5,9,0,7,9,12,3,0,9,2,3,12,7,11,21,9,3,5,2,21,13,7,10,0,12,19,27,20,19,7,1,0,10,0,6,7,19,8,0,0,7,7,28,8,9,14,16,14,11,6,5,18,11,21,16,7,9,14,8,12,15,1,0,7,13,11,10,21,3,9,0,11,9,6,8,5,10,7,7,0,12,8,13,10,23,6,6,10,12,0,5,11,13,0,6,8,8,11,0,8,7,9,8,13,14,0,16,17,14,8,7,0,13,0,5,19,11,20,0,6,6,0,3,10,14,5,17,19,0,5,8,14,9,12,4,9,0,16,7,9,3,15,17,7,28,14,12,8,17,14,4,12
"B6_TF1",12,16,6,7,17,13,5,19,11,1,0,13,10,3,5,9,15,14,8,10,10,0,20,12,8,19,10,6,8,10,22,0,17,9,12,0,1,3,0,14,4,7,6,9,0,10,7,7,11,11,0,0,7,10,12,6,6,12,0,2,9,8,7,7,13,20,8,10,12,12,13,8,4,7,7,8,0,21,4,4,9,10,12,11,5,11,2,13,8,8,9,9,6,5,4,8,6,16,11,0,23,14,10,6,10,5,10,7,17,16,13,17,11,12,13,9,7,0,11,18,13,9,19,0,16,9,0,9,10,1,13,11,13,8,0,4,24,9,0,8,0,8,8,13,12,0,7,14,15,7,0,16,12,8,2,10,9,19,7,0,0,4,1,16,0,11,0,9,4,4,4,15,5,10,0,33,5,8,12,11,5,9,4,8,20,10,15,12,14,0,4,0,0,6,11,0,16,8,0,5,10,18,26,10,3,15,12,24,11,5,3,10,9,0,10,9,5,9,14,19,10,10,4,10,0,9,21,0,0,8,14,8,0,9,22,0,4,11,0,21,18,4,9,7,6,14,0,18,8,0,7,1,8,9,10,21,0,9,6,5,0,5,14,11,0,6,0,0,10,1,3,13,13,16,16,3,0,0,4,5,10,26,19,9,7,10,12,6,6,0,11,0,9,7,5,27,0,6,11,11,11,0,8,9,16,0,11,17,0,5,12,10,9,4,10,8,5,2,12,7,5,3,17,10,15,15,13,4,0,4,0,0,5,6,0,9,10,6,15,11,10,0,11,16,1,16,17,0,5,9,0,7,1,9,4,0,7,8,4,11,7,3,10,6,8,6,3,9,18,6,5,0,12,16,17,11,29,14,2,0,8,0,8,15,13,7,0,0,7,14,29,18,6,6,22,15,8,10,6,18,13,19,14,5,8,17,9,5,9,7,0,4,13,8,12,14,0,11,0,4,5,4,11,12,8,9,12,0,12,13,9,11,11,4,3,11,13,0,8,10,17,0,11,11,6,17,0,13,9,8,7,9,17,0,9,18,14,9,5,0,12,0,7,17,13,14,0,0,13,0,0,11,14,6,22,12,0,13,12,18,5,3,13,11,0,8,3,11,0,13,10,15,15,7,11,13,12,13,4,8
"C1_TF1",5,12,2,7,7,6,6,9,7,2,0,7,10,0,5,4,13,4,2,6,11,0,7,11,4,2,4,10,8,10,8,0,9,3,3,0,4,6,0,2,8,10,6,7,0,15,6,3,8,4,0,0,2,5,8,0,2,13,0,0,1,3,6,7,10,12,3,16,6,8,10,6,3,9,3,5,0,13,5,4,4,2,10,4,3,6,6,4,4,4,5,2,4,4,4,7,5,3,4,0,0,13,8,5,12,3,8,4,10,10,3,15,14,8,2,5,7,0,12,10,6,3,17,0,8,5,0,14,13,0,6,5,10,2,0,3,4,9,0,2,0,2,11,11,7,0,9,6,7,2,0,8,6,9,6,11,12,11,6,0,0,1,0,10,0,11,0,13,1,4,5,8,7,9,0,29,4,8,6,2,1,7,5,7,5,5,11,5,11,0,3,0,0,6,8,0,8,4,0,8,4,11,14,8,1,8,13,7,8,6,1,4,1,0,9,10,3,10,8,11,4,8,11,9,0,0,9,0,0,2,2,3,0,6,14,0,6,5,0,5,5,7,6,6,3,6,0,2,3,0,8,0,7,8,4,13,0,9,7,5,0,10,5,16,0,4,0,0,6,1,2,12,10,6,10,0,0,0,3,3,6,12,12,2,4,10,7,9,7,0,11,0,4,7,1,18,0,4,4,7,7,0,7,4,13,0,4,12,0,4,9,4,16,6,3,0,6,0,8,5,1,9,9,2,10,4,10,1,0,2,0,0,7,7,0,6,4,5,8,10,7,0,5,11,0,8,9,0,6,7,0,3,1,3,2,0,4,4,1,6,5,4,9,6,4,3,0,7,10,2,4,0,8,10,5,12,13,10,6,0,6,0,12,2,7,2,0,0,7,6,22,6,6,6,10,7,7,13,6,6,7,7,9,4,5,9,9,3,8,4,0,1,8,7,6,7,0,9,0,5,7,6,6,6,3,9,4,0,3,7,6,7,5,3,0,9,10,0,8,5,6,0,13,8,6,6,0,3,13,6,3,11,3,0,5,12,9,7,6,0,5,0,2,6,8,9,0,0,3,0,0,7,20,3,9,6,0,11,4,10,2,4,1,3,0,7,6,4,0,5,3,12,4,14,11,10,8,9,1,12
"C1_TF2",5,17,5,5,7,6,4,7,6,1,0,11,4,0,4,8,10,9,5,8,6,0,8,8,5,6,14,4,2,4,5,0,12,3,9,0,3,9,0,6,6,3,3,12,0,9,4,4,6,10,0,0,4,1,4,4,6,7,0,0,0,1,6,5,10,7,5,7,6,7,6,2,2,7,7,8,0,10,5,4,1,4,8,2,7,13,5,8,2,1,7,6,5,1,7,5,0,1,2,0,6,5,7,4,16,3,4,4,7,10,6,16,13,7,5,5,9,0,4,12,11,5,13,0,8,5,0,16,14,0,10,6,7,4,0,0,8,6,0,9,0,1,5,11,4,0,2,7,11,6,0,14,2,7,7,6,2,14,6,0,0,5,0,8,0,15,0,5,3,5,10,10,2,9,0,16,1,6,4,2,2,7,0,4,13,4,7,4,4,0,1,0,0,4,7,0,10,6,0,3,6,11,17,8,5,9,6,7,15,8,1,11,1,0,10,8,7,5,5,5,4,14,5,6,0,3,9,0,0,2,3,4,0,5,9,0,8,3,0,11,10,3,2,5,2,9,0,2,1,0,5,0,9,6,8,9,0,3,5,3,0,3,9,20,0,1,0,0,8,2,1,9,9,11,7,1,0,0,1,1,6,15,6,5,9,5,6,4,5,0,4,0,3,9,7,21,0,3,11,5,8,0,4,3,13,0,6,9,0,4,8,9,17,3,11,0,4,0,9,1,2,7,7,1,8,6,7,5,0,7,0,0,13,4,0,3,5,4,13,7,2,0,4,7,0,12,9,0,4,8,0,6,3,3,7,0,6,3,3,3,0,2,8,3,3,6,0,7,10,0,5,0,4,7,15,12,14,9,8,0,1,0,9,6,4,0,0,0,8,2,14,5,4,5,10,7,7,6,5,6,14,9,11,2,2,10,8,2,11,4,0,7,5,1,4,9,0,8,0,3,5,2,5,1,4,5,5,0,7,7,4,7,4,3,5,7,11,0,5,5,5,0,7,2,2,6,0,4,5,2,4,8,10,0,4,6,5,5,8,0,2,0,0,10,6,15,0,0,4,0,0,6,14,6,6,10,0,3,4,8,2,7,4,6,0,10,6,2,0,6,8,7,14,13,7,6,8,8,1,7
"C2_TF1",8,10,7,0,15,15,1,17,8,0,0,9,2,0,3,0,13,14,4,10,14,0,11,0,0,14,10,0,9,5,17,0,12,6,6,0,3,7,0,14,1,8,0,0,0,9,0,18,0,1,0,0,7,1,19,0,8,3,0,0,0,2,5,8,15,12,0,0,0,8,9,7,0,2,0,4,0,11,8,1,5,0,6,10,8,0,0,10,0,0,7,5,7,0,9,2,3,13,4,0,12,9,0,7,12,9,6,0,17,9,0,21,9,13,0,8,6,0,5,4,0,0,26,0,11,9,0,19,16,0,10,7,14,0,0,5,8,0,0,5,0,0,0,7,5,0,9,12,17,0,0,14,6,13,0,15,11,23,12,0,0,1,0,2,0,16,0,4,0,0,2,6,6,10,0,18,6,10,12,2,2,0,0,4,18,7,4,12,11,0,0,0,0,3,3,0,8,0,0,6,0,5,26,13,3,0,0,11,13,6,0,9,0,0,10,1,1,6,6,5,9,8,12,0,0,3,4,0,0,2,2,0,0,0,6,0,3,3,0,11,8,2,8,14,3,0,0,9,10,0,6,0,0,0,9,11,0,4,7,4,0,0,9,11,0,4,0,0,15,1,0,0,11,11,15,0,0,0,0,1,2,18,10,0,0,0,13,0,13,0,6,0,5,0,0,28,0,2,1,0,5,0,12,2,14,0,4,16,0,3,7,1,19,6,5,0,0,0,0,2,0,7,9,5,13,5,16,2,0,0,0,0,13,2,0,7,6,4,9,3,0,0,0,15,0,20,0,0,7,7,0,9,0,1,10,0,2,5,2,0,10,3,12,0,1,9,0,0,13,3,0,0,17,18,12,11,21,0,0,0,1,0,0,19,14,0,0,0,10,0,22,3,7,10,11,8,9,12,0,12,9,15,14,2,6,14,7,7,5,0,0,9,3,9,3,0,0,8,0,0,5,0,11,3,0,1,1,0,7,12,0,11,0,0,0,10,6,0,0,10,11,0,7,0,0,0,0,14,7,0,8,14,14,0,6,21,7,1,0,0,12,0,0,14,11,17,0,0,6,0,0,0,16,14,21,20,0,5,4,7,0,7,0,10,0,0,1,0,0,4,0,6,11,12,14,9,17,11,0,1
"C3_TF1",0,4,1,9,0,0,1,0,1,0,0,1,9,0,5,8,0,0,0,0,4,0,5,9,9,5,0,4,0,1,0,0,0,0,3,0,4,1,0,2,5,1,8,11,0,0,8,0,6,9,0,0,0,3,1,0,0,6,0,0,0,3,3,1,0,0,2,9,3,0,0,0,0,8,6,0,0,0,0,6,0,3,0,2,0,9,8,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,9,0,1,0,1,4,0,0,5,8,4,1,6,2,0,0,1,0,9,1,3,0,3,0,0,0,0,0,0,2,0,13,0,1,1,4,0,0,0,0,7,0,0,0,0,0,0,4,0,0,1,0,5,2,0,3,2,0,0,8,0,8,0,0,0,3,0,6,0,3,1,0,0,0,0,0,0,5,5,8,2,0,0,2,1,3,0,0,0,0,0,2,0,0,2,12,0,0,9,2,0,0,0,5,4,1,0,1,0,1,0,0,4,11,7,0,0,0,2,3,0,10,0,4,16,0,0,1,3,1,0,5,0,0,0,1,0,1,0,2,0,0,1,11,0,0,0,0,2,0,4,8,0,0,0,1,0,0,0,10,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,3,8,0,0,4,4,4,0,5,1,0,2,0,0,8,1,5,0,1,12,9,0,0,0,7,0,0,0,0,0,10,0,6,0,1,2,0,4,0,12,1,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,2,2,0,8,3,0,10,0,0,0,5,0,0,0,0,0,0,7,3,0,3,3,0,4,0,2,0,2,3,1,0,11,0,4,8,0,0,0,0,0,4,11,6,0,8,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,8,1,0,2,1,0,1,0,0,0,0,0,0,0,7,0,0,5,0,2,0,6,0,2,0,2,13,10,1,0,1,0,7,0,4,0,1,5,0,0,8,0,0,0,1,8,3,4,0,0,2,3,0,0,0,0,0,1,0,5,3,0,3,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,2,1,0,0,13,0,13,0,0,9,0,0,0,3,1,0,2,0,10
"C4_TF1",2,3,0,9,0,0,4,0,1,18,16,0,13,7,0,25,0,0,0,0,0,16,0,17,23,0,0,19,0,2,0,5,0,0,0,11,1,0,3,0,18,0,9,15,4,0,8,0,18,9,14,8,0,8,0,9,0,0,12,12,1,1,6,0,0,0,14,9,1,0,0,2,14,22,8,0,13,0,0,6,0,20,0,0,0,16,9,0,10,6,0,0,0,25,0,6,1,0,0,18,0,0,17,0,0,0,0,6,0,0,4,4,0,0,9,0,0,11,0,0,12,10,2,8,1,0,19,9,1,12,0,0,0,12,4,5,1,11,13,0,8,4,15,0,0,8,0,1,0,12,9,0,0,0,8,0,0,0,2,5,10,6,6,14,10,0,11,0,12,17,0,0,0,0,21,0,0,0,0,21,6,13,9,0,0,2,0,0,0,14,14,12,10,8,0,22,0,16,13,0,23,0,0,0,13,24,14,0,0,0,10,0,10,1,0,12,18,0,0,1,0,0,0,18,10,0,20,12,2,1,6,2,14,14,0,8,0,0,4,0,0,8,0,0,0,7,18,0,0,18,0,3,9,8,2,0,14,11,0,0,17,11,0,0,15,7,27,8,0,16,8,13,3,0,0,4,15,6,9,3,11,0,0,2,8,13,0,10,0,23,1,10,0,15,11,0,14,6,19,15,0,14,0,10,0,9,0,0,6,11,0,14,3,0,0,18,13,5,12,0,11,0,0,2,1,0,0,0,5,7,6,13,0,0,9,0,0,13,0,24,12,14,14,0,9,0,15,11,0,3,9,0,9,14,0,7,22,21,1,11,0,6,0,12,6,1,10,12,0,10,18,13,0,0,0,0,0,10,10,15,10,7,16,0,0,12,13,8,0,13,0,0,0,0,0,2,0,0,13,0,0,0,0,1,0,0,0,0,0,18,11,0,9,0,0,12,8,0,10,12,0,14,0,2,18,18,9,11,0,0,14,0,8,16,4,0,0,10,10,0,0,8,0,6,7,12,13,0,1,5,0,0,1,13,0,0,0,6,9,14,0,6,10,0,0,0,6,11,0,8,11,15,0,0,0,0,14,0,0,0,11,0,9,0,14,16,8,10,16,0,10,0,0,0,4,0,0,0,11,12
"C4_TF2",0,0,0,11,0,0,3,0,0,3,4,0,9,5,4,5,0,0,0,0,0,4,0,5,5,0,0,6,1,0,0,1,0,0,0,2,1,0,5,0,8,0,6,20,3,0,8,0,7,4,4,4,0,1,0,4,0,0,3,2,5,0,3,0,0,0,2,7,2,0,0,0,2,5,7,0,5,0,0,0,0,8,0,0,0,11,4,0,8,3,0,0,0,7,0,7,1,0,0,4,4,0,2,0,0,0,0,8,0,0,2,3,0,0,8,0,0,3,0,0,6,2,2,1,0,2,3,3,0,4,0,0,0,11,4,6,0,7,5,0,4,5,6,0,0,6,0,0,0,4,3,0,0,0,12,0,0,0,0,3,6,3,5,11,4,0,2,0,3,5,0,0,0,0,1,0,0,0,2,5,2,5,5,1,0,0,0,0,0,7,5,3,2,3,0,3,0,13,2,0,8,0,0,0,7,5,4,0,0,0,3,0,4,10,0,9,9,0,0,2,0,0,0,5,1,1,11,3,2,1,4,9,8,8,0,0,0,0,3,0,0,4,0,0,0,12,6,0,0,1,0,8,5,4,0,0,8,0,0,0,5,6,0,0,5,0,3,3,0,4,10,7,0,0,0,5,0,10,3,0,7,0,0,0,2,3,0,12,2,6,0,4,0,4,7,0,4,6,7,5,0,2,0,9,0,1,0,0,2,6,0,5,0,1,0,2,2,2,5,0,7,0,0,0,0,0,0,0,4,4,2,5,0,0,4,0,0,7,0,8,9,2,8,0,4,0,17,1,0,0,3,0,8,5,0,8,6,9,1,11,0,5,0,5,0,0,4,4,0,4,6,3,0,0,0,0,0,10,6,5,8,6,4,0,1,4,1,4,0,4,0,0,0,0,0,0,2,0,8,0,0,0,0,2,0,0,0,0,0,6,0,0,5,0,0,8,5,0,6,3,0,6,0,0,6,15,2,8,0,0,1,0,6,3,3,0,0,1,6,0,0,6,0,2,5,10,2,0,0,2,1,0,0,1,0,0,0,5,10,4,0,2,2,0,0,0,2,8,0,0,4,7,0,0,0,0,4,0,0,1,2,1,5,0,3,5,4,4,4,0,1,0,0,0,0,0,0,0,3,6
"C5_TF1",15,3,7,0,6,3,5,10,7,2,6,11,0,3,0,0,7,14,5,7,6,4,10,0,0,8,10,0,4,8,12,2,7,3,4,4,0,0,7,5,0,3,0,0,7,15,0,10,0,0,1,3,2,8,9,6,5,14,1,3,4,2,0,4,14,6,3,0,2,10,9,5,4,0,0,4,2,4,5,2,6,0,12,4,3,0,0,7,2,5,7,2,2,5,7,3,2,8,8,0,23,14,0,2,7,7,3,0,13,5,0,9,6,6,0,9,7,10,7,6,1,5,5,0,4,9,6,13,5,3,10,5,7,0,0,3,11,0,5,4,6,4,0,5,2,4,4,15,15,0,3,6,6,9,0,9,2,22,9,5,1,0,3,0,5,13,1,4,5,0,13,19,5,5,4,20,8,9,6,0,1,0,0,10,10,10,12,8,9,11,4,3,9,10,3,2,7,0,4,5,0,10,15,4,6,0,0,7,12,3,2,5,7,2,7,0,0,5,3,7,7,10,10,0,2,2,0,3,3,5,0,3,5,0,8,3,4,3,2,11,8,3,8,8,4,0,2,9,7,5,5,8,0,0,6,11,3,3,11,6,3,0,3,23,2,0,4,5,13,7,3,0,10,4,7,2,3,4,5,1,0,9,13,2,0,0,12,0,6,2,2,3,5,0,6,12,3,4,0,0,8,4,3,0,16,3,7,14,1,0,7,0,7,4,10,5,0,4,0,1,6,6,5,3,9,2,11,2,2,0,3,5,8,4,2,12,4,2,8,0,0,3,0,7,7,9,0,4,9,5,4,4,9,0,5,10,8,5,0,0,1,2,12,0,2,6,0,0,11,2,0,5,8,17,12,12,30,0,0,1,0,1,0,2,8,1,2,2,4,0,21,7,5,3,11,10,7,7,0,11,5,13,4,1,7,16,10,8,5,5,4,6,0,8,11,0,5,12,4,0,7,0,6,7,0,0,13,4,5,7,0,5,0,4,1,7,6,5,0,11,8,4,7,0,0,0,6,8,10,0,12,3,14,4,9,14,12,0,0,4,5,2,4,10,5,15,3,5,3,9,4,0,11,1,15,16,1,8,2,17,4,7,3,8,2,0,9,0,5,10,0,16,17,9,4,7,9,12,2,0
"C6_TF1",15,21,12,0,14,11,0,6,8,0,0,14,0,0,0,0,11,21,6,3,11,0,10,0,0,13,11,0,7,12,27,0,22,8,4,0,0,12,0,7,0,7,0,0,0,17,0,9,0,0,0,0,7,0,17,0,8,17,0,0,0,1,0,11,18,28,0,0,0,18,15,14,0,0,0,10,0,13,11,0,10,0,14,7,11,0,0,23,0,0,13,3,13,0,11,0,2,11,14,0,14,11,0,7,8,14,7,0,17,15,0,27,16,10,0,14,15,0,14,12,0,0,23,0,10,12,0,25,9,0,13,9,13,0,0,0,17,0,0,6,0,0,0,6,12,0,9,12,22,0,0,27,10,21,0,15,24,34,16,0,0,0,0,0,0,18,0,4,0,0,11,12,7,16,0,35,10,21,10,0,0,0,0,14,15,17,10,19,13,0,0,0,0,0,10,0,14,0,0,4,0,14,18,18,0,0,0,18,14,11,0,11,0,0,8,0,0,14,9,15,12,7,15,0,0,0,0,0,0,0,0,0,0,0,15,0,8,3,0,13,17,0,11,15,9,0,0,6,12,0,7,0,0,0,11,14,0,0,14,17,0,0,15,17,0,0,0,0,22,0,0,0,13,12,11,0,0,0,0,0,0,22,16,0,0,0,13,0,6,0,5,0,5,0,0,38,0,0,0,0,7,0,6,0,21,0,8,14,0,0,14,0,18,10,19,0,0,0,0,0,0,12,14,4,9,12,20,7,0,0,0,0,13,11,0,18,5,0,17,0,0,0,0,16,0,18,0,0,10,5,0,11,0,0,8,0,0,0,1,0,6,0,22,0,0,8,0,0,19,0,0,0,18,27,16,16,27,0,0,0,0,0,0,11,10,0,0,0,12,0,17,9,7,18,13,14,5,13,0,7,11,20,22,0,10,15,14,10,12,0,0,11,0,9,11,0,0,10,0,0,6,0,8,18,0,0,0,0,6,12,0,8,0,0,0,8,3,0,0,9,25,0,13,0,0,0,0,7,13,0,11,16,9,0,4,17,24,0,0,0,12,0,0,19,24,25,0,0,2,0,0,0,15,4,25,14,0,20,13,6,0,7,0,9,0,0,0,0,0,9,0,22,19,15,14,24,12,15,0,0
